ATT_NAME_TH,ATT_NAME_EN,ATT_NEARBY_LOCATION,ATT_ADDRESS,REGION_NAME_TH,SUBDISTRICT_NAME_TH,DISTRICT_NAME_TH,PROVINCE_NAME_TH,ATTR_CATAGORY_TH,ATTR_SUB_TYPE_TH,ATT_START_END,ATT_DETAIL_TH,ATT_LOCATION,LATITUDE_LOCATION,LONGITUDE_LOCATION
แหลมหลวง (ทรายเม็ดแรก),Laem Luang ,อยู่ในตำบลแหลมผักเบี้ย อำเภอบ้านแหลม ห่างจากตัวเมืองเพชรบุรี 20 กิโลเมตร  ,,ภาคกลาง,ท่าแร้ง,บ้านแหลม,เพชรบุรี,แหล่งท่องเที่ยวทางธรรมชาติ,อ่าว/หาดทราย/ชายทะเล,07.00 17.00น,อยู่ตามเส้นทางเดียวกับทางไปหาดเจ้าสำราญ โดยแยกซ้ายก่อนถึงหาดเจ้าสำราญเล็กน้อย ลักษณะเป็นหาดทรายมีปลายแหลมยื่นยาวออกไปในทะเลถึง 2 กิโลเมตร สามารถชมได้ทั้งพระอาทิตย์ขึ้นและพระอาทิตย์ตก,"13.0410086, 100.0929778",13.0410086,100.0929778
แหลมเหลว,Laem Leo ,ตั้งอยู่ที่ตำบลบ้านแหลม อำเภอบ้านแหลม ห่างจากอำเภอบ้านแหลมประมาณ 1 กิโลเมตร ,,ภาคกลาง,,บ้านแหลม,เพชรบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,หมู่บ้าน,10.00 19.00 น.,เป็นหมู่บ้านของชาวประมง  มีสะพานไม้ทอดผ่านหมู่บ้านและป่าชายเลนไปยังร้านอาหารริมชายทะเล  บริเวณนี้เป็นที่อยู่อาศัยของลิงฝูงใหญ่ ซึ่งมักออกมาคอยอาหารจากผู้คนอยู่ทั่วไป?,"13.1304165, 100.0613111",13.1304165,100.0613111
วัดประดู่ (พระอารามหลวง),Wat Pra Doo,ใกล้โรงเรียนฑีปังกร ตำบลวัดประดู่ อำเภออัมพวา,54 หมู่ 2,ภาคกลาง,,อัมพวา,สมุทรสงคราม,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),เปิดทุกวัน 08.00   17.00 น.,"วัดประดู่ พระอารามหลวง สังกัดคณะสงฆ์มหานิกาย ตั้งอยู่เลขที่ 54 หมู่ที่ 2 ตำบลวัดประดู่ อำเภออัมพวา จังหวัดสมุทรสงครามประกอบด้วยหลักเกณฑ์การขอยกวัดราษฎร์เป็นพระอารามหลวง ตามระเบียบสำนักงานพระพุทธศาสนาแห่งชาติ ว่าด้วยการขอยกวัดราษฎร์ขึ้นเป็นพระอารามหลวง พ.ศ.2518   คือ มีที่ดินที่ตั้งวัดเนื้อที่จำนวน 20 ไร่ ได้ตั้งวัด พ.ศ. 2320 

สถานที่และสิ่งที่น่าสนใจภายในวัดประดู่   1. อุโบสถหลวงพ่อใหญ่  2. พิพิธภัณฑ์เครื่องราชศรัทธารัชกาลที่ 5    3.พระตำหนักสมเด็จพระญาณสังวรสมเด็จพระสังฆราชสกลมหาสังฆปริณายก   4.ภาพจิตรกรรมเพดานเขียนด้วยสีฝุ่นสมัยรัชกาลที่ 2     5. เก๋งเรือพระราชทานรัชกาลที่ 5    6.ศูนย์สาธิตศิลปะการทำหัวโขนและเศียรครู      7.ต้นสะเดาประวัติศาสตร์   8. บ่อน้ำมนต์ศักดิ์สิทธิ์  9.หุ่นปั้นรูปเหมือนด้วยดินสอพอง ฯลฯ ","13.425028,99.890021",13.425028,99.890021
วัดหลวงพ่อสดธรรมกายาราม,Wat Luangpho Sot Thammakayaram,ริมถนนสายบางแพ ดำเนินสะดวก กิโลเมตรที่ 14,109 หมู่ 7,ภาคกลาง,,ดำเนินสะดวก,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),08.00  17.00 น.,   พระอุโบสถสร้างในสมัยอยุธยาตอนปลายและเป็นที่เก็บรักษาพระพุทธรูปหยกปางต่าง ๆ  ภายในวัดมีอุทยานการศึกษาและสวนป่าถาวรเฉลิมพระเกียรติฯ พื้นที่กว่า 200 ไร่  วัดนี้ได้รับรางวัลสวนป่าดีเด่นจากกรมป่าไม้ประจำปี 2539 นอกจากนี้ยังเป็นสำนักเรียนภาษาบาลีประจำจังหวัด  มีนิทรรศการเกี่ยวกับพระบรมสารีริกธาตุ และมีการสอนปฏิบัติธรรมวิปัสสนาสำหรับชาวไทยและชาวต่างชาติทุกวันอาทิตย์ เวลา 09.30 14.30 น. และมีการอบรมธรรมปฏิบัติทุกปีๆ ละ 2 รุ่น คือ ทุกวันที่ 1 14 ของเดือนพฤษภาคมและเดือนธันวาคม ,"13.6126989, 99.9474190999999",13.6126989,99.9474191
โบราณสถานพงตึก,Pong Tuek Historical Site,ใกล้ป้อมตำรวจพงตึก ตำบลพงตึก อำเภอท่ามะกา,หมู่ 4,ภาคกลาง,,ท่ามะกา,กาญจนบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ชุมชนโบราณ/โบราณสถาน/โบราณวัตถุ,08.00 17.00 น.,สันนิษฐานว่าเป็นที่ตั้งของเมืองโบราณสมัยทวารวดี และได้รับอิทธิพลจากศิลปะอินเดียแบบคุปตะ ชาวเมืองนับถือศาสนาพุทธและพราหมณ์ มีอายุในราวพุทธศตวรรษที่ 11–12,"13.78506,99.86434",13.78506,99.86434
วัดบางปลา,Wat Bang Pla,อยู่ใกล้วัดป่าชัยรังสี ตำบลบ้านเกาะ อำเภอเมืองสมุทรสาคร,หมู่ 4 บ้านบางปลา,ภาคกลาง,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),08.00 16.30 น.,วัดบางปลาเป็นวัดที่สำคัญของคนมอญในจังหวัดสมุทรสาคร ตามธรรมเนียมมอญจะต้องมีวัด ๆ หนึ่งที่เป็นหลักของชุมชน   เมื่อมีเทศกาลสำคัญ เช่น วันปวารณาออกพรรษา  พระสงฆ์จากวัดอื่น ๆ ในเมืองจะต้องมาร่วมกันทำพิธี พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัวได้เคยเสด็จพระราชดำเนินมายังวัดบางปลา  เมื่อครั้งหลวงปู่เฒ่าเก้ายอดเป็นเจ้าอาวาส นอกจากนี้กรมหลวงชุมพรเขตอุดมศักดิ์ยังทรงสร้างซุ้มศาลายาว เชิงชายแกะสลักอย่างงดงามไว้ตรงทางเดินของวัดไว้อีกด้วย,"13.5845922, 100.2313356",13.5845922,100.2313356
วัดนักบุญอันนาท่าจีน,St.Anna Tahjeen,อยู่ใกล้วัดสุทธิวาตวราราม (วัดช่องลม) อำเภอเมืองสมุทรสาคร,79 หมู่ 4,ภาคกลาง,,เมืองสมุทรสาคร,สมุทรสาคร,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),09.00 18.00 น.,ในปี ค.ศ. 1835 พระสังฆราชกูร์เวอซี ได้แต่งตั้งคุณพ่อปัลเลอกัว ให้รับหน้าที่ “อุปสังฆราช” เพื่อดูแลพระศาสนาในเมืองไทย และวันที่ 3 มิถุนายน ค.ศ. 1838 แต่งตั้งเป็นพระสังฆราช แล้วตัวท่านเองออกเดินทางไปสิงคโปร์ มะริด และปีนัง เพื่อเยี่ยมเยียนสัตบุรุษคริสตังที่นั่น เนื่องจากการปกครองทางพระศาสนจักรสมัยนี้ครอบคลุมไปถึงทางใต้สุดด้วย ที่สิงคโปร์ พระสังฆราชกูร์เวอซี ได้ทราบว่าคุณพ่ออัลบรังด์ (P.Albrand M.E.P.) ได้ทำงานอยู่กับคนจีนได้เป็นอย่างดี มีคนสมัครเข้าเป็นคริสตชนถึง 200 คน ในเวลาหนึ่งปี พระสังฆราชจึงให้คุณพ่อมาช่วยดูแลคริสตังชาวจีน ซึ่งมีอยู่และสอนคำสอนคนจีนที่มีอยู่ในประเทศไทยสมัยนั้นมาก จึงให้คุณพ่ออัลบรังด์ประจำที่วัดกาลหว่าร์ (ตลาดน้อย กรุงเทพฯ) ซึ่งต่อมาได้กลายเป็นวัดของคนจีน คุณพ่อได้ทำให้มีคนจีนสมัครเป็นคริสตชนเป็นจำนวนมาก ทั้งที่กรุงเทพฯ และต่างจังหวัด ซึ่งคุณพ่อได้ออกไปเยี่ยมเยียนเขาสม่ำเสมอ,"13.539868231605634,100.27908325195312",13.53986823,100.2790833
อุทยานน้ำตกกวางโจว ,ไม่มี,ตั้งอยู่ที่ตำบลหนองหญ้าปล่อง อำเภอหนองหญ้าปล่อง,,ภาคกลาง,,หนองหญ้าปล้อง,เพชรบุรี,แหล่งท่องเที่ยวทางธรรมชาติ,น้ำตก,08.00 17.00 น.,อุทยานน้ำตกกวางดจว (น้ำตกกวางโจน)เดิมเป็นป่าที่มีน้ำตกสวยงาม แต่พื้นที่แห่งนี้ถูกทำลายอย่างต่อเนื่อง จนผืนป่าขาดความสมดุลทางนิเวศน์ กลุ่มชาวบ้านที่มีความสนใจในโครงการพระราชดำริเกี่ยวกับป่าและน้ำ จึงได้พัฒนาพื้นที่ดังกล่าว โดยการบริหารจัดการน้ำ และปลูกป่าตามแนวพระราชดำริ จนพื้นที่ดังกล่าวกลับมาอุดมสมบูรณ์ดังเช่นเดิม,"13.2099742,99.6999278",13.2099742,99.6999278
บ้านทรงไทยปลายโพงพาง,Ply Pong Pang Home Stay ,ใกล้วัดโคกเกตุ ตำบลปลายโพงพาง อำเภออัมพวา ,253 หมู่ 7,ภาคกลาง,แควอ้อม,อัมพวา,สมุทรสงคราม,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,วิถีชีวิตความเป็นอยู่ (ชุมชน),08.30 17.30 น.,กำนันธวัช ผู้ก่อตั้ง  บ้านปลายโพงพาง  ต้นกำเนิดการท่องเที่ยวแนววัฒนธรรม แบบ Home Stay โดยการรวบรวมอาสาสมัครในหมู่บ้านมาเป็น HOST และเป็นศูนย์กลาง เพื่อต้อนรับนักท่องเที่ยว,"13.384693, 99.9271979999999",13.384693,99.927198
วัดเจริญรัตนาราม,Wat Charoen Rattanaram,บริเวณทางหลวงแผ่นดินหมายเลข 35 ตำบลแพรกหนามแดง อำเภออัมพวา  ใกล้วิทยาลัยการอาชีพอัมพวา,หมู่ 6,ภาคกลาง,,อัมพวา,สมุทรสงคราม,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),07.00   16.30 น.,ตั้งอยู่ที่บ้านคลองผีหลอก หมู่ที่ 6 ตำบลแพรกหนามแดง อำเภออัมพวา จังหวัดสมุทรสงคราม การเดินทางวัดเจริญรัตนารามอยู่ทางถนนธนบุรี – ปากท่อ หรือถนนพระรามที่ 2 เลย ก.ม. ที่ 77 ไปแล้ว แต่ไม่ถึง ก.ม. ที่ 78 ก่อนถึงสะพานลอยข้ามถนน ทางเข้าวัดอยู่ซ้ายมือ เข้าไปตามถนนประมาณ 800 เมตร,"13.360626272746561,99.88147848176573",13.36062627,99.88147848
วัดช่องลม(ธรรมโชติ),Wat Chong Lom,ตั้งอยู่ตรงปากอ่าวสมุทรสาคร ตำบลท่าฉลอม ตรงข้ามกับตัวเมือง เดินทางโดยทางหลวงหมายเลข 35 เลี้ยวซ้ายบริเวณกิโลเมตรที่ 35 เข้าถนนสุทธิวาตวิถีประมาณ 3 กิโลเมตร,18 หมู่ 6,ภาคกลาง,,เมืองสมุทรสงคราม,สมุทรสงคราม,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),08.00   15.30 น.,วัดช่องลม มีนายปาน นายสังข์ กำนันตุ่ม เป็นผู้ร่วมกันสร้าง หลักฐานหนังสือรับรองสภาพวัดตั้งวัดเมื่อ พ.ศ. 2373 พระครูพ่วง เป็นผู้ปกครองวัด ต่อมาพระวินัยธรรมแก้ว สมัยนั้นวัดได้ทรุดโทรมมาก นายพ่วง นางลัย จึงได้ร่วมกับพระวินัยธรรมแก้ว และสัสดีอำเภอ ช่วยกันบูรณะปฏิสังขรณ์ ต่อมาย้ายไปเป็นเจ้าอาวาสวัดพวงมาลัย พระครูบ่าย ธมฺมโชโต เป็นเจ้าอาวาส บูรณะปฏิสังขรณ์วัดสร้างอุโบสถหลังที่ 2 ซึ่งหลังแรกที่ดินพังลงแม่น้ำอุโบสถก็พังลงไปด้วย สร้างวิหาร ศาลาการเปรียญ กุฎีสงฆ์ และสร้างพระปรางค์ เจดีย์ไห พ.ศ. 2484,"13.4197968, 99.9805880999999",13.4197968,99.9805881
วัดเขาชะงุ้ม,Wat Kao Cha Ngum,ตั้งอยู่หมู่ 5 ตำบลเข้าชะงุ้ม อำเภอโพธาราม,หมู่ 5,ภาคกลาง,เขาชะงุ้ม,โพธาราม,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),ทุกวันตั้งแต่เวลา 08.00   17.00 น.,วัดนี้เดิมสันนิษฐานว่าเป็นสำนักสงฆ์ หรือวัดขนาดเล็กที่มีมานาน โดยอายมีประวัติย้อนยุคขึ้นไปถึงกรุงศรีอยุธยา ทั้งนี้เพราะสภาพสถานที่ตั่งของวัดปัจจุบัน เป็นที่อยู่ของผู้คนต่อเนื่องกันมาแต่โบราณ มีคนพบขวานหินลูกปัดตามป่า ตามถ้ำต่างๆ เสมอ ประกอบกับด้านหลังของวัดมีบ่อน้ำเก่าแก่ มีน้ำจืดใช้อาบใช้ดื่มได้ตลอดปีแม้ยามหน้าแล้ง นอกจากนี้ยังมีฐานเจดีย์โบราณขนาดใหญ่ กว้างประมาณ 10 วา สูง 2 วา ถูกทิ้งร้างเป็นเนินดินสูงโดยไม่มีผู้ใดทราบประวัติความเป็นมา,"13.717948, 99.751229",13.717948,99.751229
ศาลกรมหลวงชุมพรเขตอุดมศักดิ์สมุทรสงคราม,ไม่มี,บริเวณดอนหอยหลอด ตำบลบางจะเกร็ง อำเภอเมืองสมุทรสงคราม,2009 บางจะเกร็ง,ภาคกลาง,,เมืองสมุทรสงคราม,สมุทรสงคราม,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,อนุสาวรีย์/อนุสรณ์สถาน,เปิดทุกวันตั้งแต่เวลา 08.00   17.00 น,"""เสด็จเตี๋ย"" กรมหลวงชุมพรเขตอุดมศักดิ์ พระบิดาแห่งราชนาวีไทยที่ท่านต้องการให้คนไทย ได้สำนึกถึงความรักชาติ รักแผ่นดินบ้านเกิด 
พลเรือเอก พระเจ้าบรมวงศ์เธอ กรมหลวงชุมพรเขตอุดมศักดิ์ เป็นเจ้านายพระองค์แรก ที่สำเร็จการศึกษาวิชาการทหารเรือจากประเทศอังกฤษ ในปี พ.ศ.2462 และทรงเป็นผู้บังคับการเรือนำเรือหลวงพระร่วง จากประเทศอังกฤษ เข้ามายังกรุงเทพฯ นับเป็นครั้งแรกที่นายทหารเรือไทยเดินเรือรบหลวงไกลข้ามทวีป ต่อมาทรงสิ้นพระชนม์ในขณะที่ประทับพักผ่อนอยู่ที่หาดทรายรี ปากน้ำเมืองชุมพร เมื่อวันที่ 19 พฤษภาคม 2466  และสร้างที่หมู่ 4 บ้านฉู่ฉี่ ตำบลบางจะเกร็ง ก็เป็นสถานที่อีกแห่งหนึ่งที่มีการสร้างศาลเสด็จเตี๋ย ไว้เพื่อสักการบูชาบริเวณริมชายทะเลติดกับดอนหอยหลอด","13.3621894, 100.0223684",13.3621894,100.0223684
วัดทุ่งเศรษฐี,Wat Thung Sret Three,ก่อนถึงแยกอัมพวา ตำบลเหมืองใหม่ อำเภออัมพวา,หมู่ 5,ภาคกลาง,,อัมพวา,สมุทรสงคราม,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ชุมชนโบราณ/โบราณสถาน/โบราณวัตถุ,05.00   22.00 น.,วัดทุ่งเศรษฐี ต.เหมืองใหม่ อ.อัมพวา จ.สมุทรสงคราม ,"13.432501732198478, 99.90391034425063",13.43250173,99.90391034
วัดเขาถ้ำทะลุ,Wat Kao Tham Ta Lu,จากแยกใหญ่ทางหลวงหมายเลข 3206 (ปากท่อ บ้านบึง) มีทางแยกรูปตัว Y ให้เบี่ยงไปทางขวา ถนนปากท่อ ทุ่งหลวง,หมู่ 7 บ้านถ้ำทะลุ,ภาคกลาง,ดอนทราย,ปากท่อ,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),ทุกวันตั้งแต่เวลา 08.00   17.00 น.,ตั้งอยู่ที่อำเภอปากท่อ จังหวัดราชบุรี โดดเด่นพระพุทธรูปพระชินราชขนาดใหญ่ ภายในถ้ำประดิษฐานพระพุทธไสยยาสน์หรือพระนอนและพระสังกัจจายน์ขนาดใหญ่,"13.3716754, 99.7921456",13.3716754,99.7921456
ไร่ปลูกรัก ,ไม่มี,อยู่หมู่ 1 ตำบลวังเย็น อำเภอบางแพ,130 หมู่ 1,ภาคกลาง,,บางแพ,ราชบุรี,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ไร่/สวนเกษตร (ฟาร์มสัตว์/ประมง),เปิดทุกวัน 08.00 18.00 น.,ไร่ปลูกรัก ไร้ปลูกผักอินทรีย์ บนเนื้อที่ 60 ไร่ ภายในมีแปลงผักที่ปลูกสลับหมุนเวียนกันในพื้นที่ มีทั้งแปลงผักสลัด อาทิ คอสเขียวและคอสแดง โอ๊คลีฟเขียว โอ๊คลีฟแดง สลัดแก้ว ผักกาดหอม ผักร็อคเก็ต แปลงผักจีน อาทิ ผักคะน้า ผักฮ่องเต้ ผักกวางตุ้ง ผักบุ้งจีน แปลงผักปลูก และผลไม้ อาทิ แตงกวา ข้าวโพหวาน กระเจี๊ยบ ฟักทอง กล้วยน้ำว้า มะเขือเทศเชอรี่,"13.720187, 99.90529",13.720187,99.90529
วัดถ้ำน้ำ,Wat Tam Nam,อยู่หมู่ที่ 5 ตำบลนางแก้ว อำเภอโพธาราม,หมู่ 5,ภาคกลาง,,โพธาราม,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ), เวลาเปิดเข้าชม ถ้ำน้ำ  08.30 น. – 17.00 น.,วัดถ้ำน้ำ บนเนื้อที่กว่า 10 ไร่ ภายในถ้ำน้ำ เป็นถ้ำที่มีน้ำอยู่ภายในถ้ำเกือบเต็มพื้นที่ทั้งหมด โดยน้ำที่เข้ามาภายในถ้ำเป็นน้ำที่ไหลมาจาก ลำคลองที่ติดกับวัดและไหลออกไปอีกทางหนึ่ง ซึ่งเรียกว่า ปล่องน้ำ ในน้ำจะมีพันธุ์ปลาน้ำจืดจำนวนมากอาศัยอยู่ ส่วนใหญ่ในช่วงหน้าน้ำจะมีประมาณน้ำที่สูงมาก ในช่วงหน้าแล้งน้ำจะลดลงไม่มาก และยังคงมีน้ำในถ้ำตลอด อากาศภายในถ้ำอากาศเย็นสบาย ปัจจุบันมีทางเดินที่ทางวัดสร้างขึ้นมาเป็นทางปูน สำหรับเดินชมหินงอกหินย้อนภายในถ้ำน้ำ และเข้ามานมัสการพระพุทธรูปภายในถ้ำน้ำ นักท่องเที่ยวที่สนใจสามารถเข้าชมได้ บริเวณภายน้ำถ้ำจะมืด จะมีไฟเปิดตลอดทางเข้าถ้ำ และจะมีพระภิกษุที่คอยดูแลถ้ำน้ำ,"13.6976836, 99.7569546",13.6976836,99.7569546
บ้านแก้วสมุนไพร,Baankaew Herbs,ใกล้เคียงตลาดน้ำหลักห้า อ.ดำเนินสะดวก,99 หมู่ 3,ภาคกลาง,,ดำเนินสะดวก,ราชบุรี,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ไร่/สวนเกษตร (ฟาร์มสัตว์/ประมง),ทุกวันตั้งแต่เวลา 08.00   18.00 น. // กรุณาติดต่อล่วงหน้า,เรียนรู้การแปรรูปสมุนไพร สปากลางสวนมะพร้าวน้ำหอม ปั่นจักรยานเที่ยวชมวิถีชาวสวนผลไม้ยกร่องแบบจีน ชิมขนมเทียนแก้วสมุนไพร อาหารวัฒนธรรมจีนแสนอร่อย ล่องเรือในร่องสวน ชมชิมผลไม้ปลอดภัย เชื่อมโยงเศรษฐกิจพอเพียง,"13.569945639521045, 100.01404916697201",13.56994564,100.0140492
ศูนย์แสดงและสาธิตงานสกุลช่างเมืองเพชร,ไม่มี,ตั้งอยู่ที่ชั้น 3 อาคารสำนักงานวัฒนธรรมจังหวัดเพชรบุรี ใกล้โรงเรียนวัดดอนไก่เตี้ย (เดิม) ถนนดำเนินเกษม ตำบลคลองกระแซง อำเภอเมืองเพชรบุรี,,ภาคกลาง,,เมืองเพชรบุรี,เพชรบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศูนย์การเรียนรู้ฯ (เกี่ยวกับกิจกรรม ผลิตภัณฑ์ และภูมิปัญญาในท้องถิ่น),09.00 16.00 น., ,"13.101669, 99.946784",13.101669,99.946784
วัดท้องคุ้ง,Wat Thong Kung,ติดริมแม่น้ำแม่กลอง หมู่ที่ 10 ตำบลสวนหลวง อำเภออัมพวา,หมู่ 10 บ้านท้องคุ้ง,ภาคกลาง,,อัมพวา,สมุทรสงคราม,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),,"วัดทองคุ้งเป็นวัดที่มีอายุประมาณ ๒๐๐ ปี ไม่มีหลักฐานปรากฏว่าใครเป็นผู้สร้าง มีแต่ผู้ปฏิสังขรณ์วัดต่อๆกันมา เดิมมีชื่อว่า “วัดราชบูรณะ” ตัวอารามอยู่ติดกับฝั่งแม่น้ำซึ่งเป็นท้องคุ้งของแม่น้ำแม่กลอง ประชาชนผู้ซึ่งอาศัยแม่น้ำสายนี้เป็นทางสัญจรไปมาจะมองเห็นวัดนี้ได้แต่ในระยะไกลด้วยเหตุนี้จึงเปลี่ยนชื่อวัดใหม่ว่า “วัดท้องคุ้ง” มาจนกระทั่งปัจจุบันนี้
พระประธานในอุโบสถ เป็นพระปั้นด้วยปูนพระองค์เป็น “พระปางมารวิชัย” หน้าตักกว้าง ๒.๕๖ เมตร สูง ๔.๖๑ เมตร หรือเรียกว่า “หลวงพ่อโต”
","13.424371852389173, 99.94635342577116",13.42437185,99.94635343
วัดธรรมนิมิต,Wat Tham Nimit,ตั้งอยู่ที่ตำบลแม่กลอง อำเภอเมืองสมุทรสงคราม,,ภาคกลาง,,เมืองสมุทรสงคราม,สมุทรสงคราม,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ประวัติความเป็นมา,,เป็นวัดโบราณสมัยกรุงศรีอยุธยาตอนปลาย ไม่ปรากฏว่าใครเป็นผุ้สร้างเดิมเรืยกว่า วัดคอกเป็ด  สี่งสําคัญของวัดนี้ ที่ควรมนัสการได้แก่ พระเจดีย์องค์ใหญ่และพระพุทธไสยาสน์ (พระนอนสีดํา),"13.4017531, 99.9969570999999",13.4017531,99.9969571
แหล่งเรียนรู้เศรษฐกิจพอเพียงเรือนจำพิเศษบ้านดินเขากลิ้ง,ไม่มี,ตั้งอยู่ที่ตำบลวังจันทร์ อำเภอแก่งกระจาน ,87 หมู่ 8,ภาคกลาง,,แก่งกระจาน,เพชรบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศูนย์การเรียนรู้ฯ (เกี่ยวกับกิจกรรม ผลิตภัณฑ์ และภูมิปัญญาในท้องถิ่น),, ,"12.9267662, 99.7316666",12.9267662,99.7316666
วัดนาหนอง,ไม่มี,ตั้งอยู่ตำบลดอนแร่ อำเภอเมือง,38 หมู่ 2 บ้านนาหนอง,ภาคกลาง,,เมืองราชบุรี,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ชุมชนโบราณ/โบราณสถาน/โบราณวัตถุ,08.00  17.00 น.,เป็นวัดสังกัดสงฆ์มหานิกาย ก่อตั้งขึ้นเมื่อ พ.ศ. 2420 ชาวบ้านส่วนใหญ่มีเชื้อสายไทย ยวน ภายในวัดมีการตั้งศูนย์ทอผ้าจก พิพิธภัณฑ์พื้นบ้านไทย ยวน เป็นที่ตั้งของโครงการวัฒนธรรมไทยสายใยชุมชนตำบลดอนแร่,"13.4921985, 99.7636097",13.4921985,99.7636097
วัดราษฎร์เจริญธรรม,ไม่มี,ตั้งอยู่หมู่ 6 ตำบลดำเนินสะดวก อำเภอดำเนินสะดวก,59 หมู่ 6,ภาคกลาง,,ดำเนินสะดวก,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),08.00 17.00 น.,วัดราษฎร์เจริญธรรม มีเนื้อที่ 27 ไร่ 68 ตารางวา มีที่ธรณีสงฆ์จำนวน 5 แปลง มีอาคารเสนาเสนาะ ประกอบด้วย ศาลาการเปรียญ กุฏิสงฆ์ ศาลาอเนกประสงค์ ศาลาท่าน้ำ กุฏิเฉลิมพระเกียรติ และได้รับพระราชทานวิสุงคามสีมา เมื่อ พ.ศ.2470 ภายในพระอุโบสถมีพระพุทธรูปหลวงพ่อโต ซึ่งเป็นพระพุทธรูปเก่าแก่ มีภาพฝาผนังรอบพระอุโบสถ จิตกรรมร่วมสมัยเกี่ยวกับไตรภูมิและพุทธประวัติที่มีความงดงามและโดดเด่น,"13.5247644, 99.9519421999999",13.5247644,99.9519422
อภิชาติฟาร์ม & กรกฎาสเต็กเฮ้าส์,ไม่มี,ริมถนนเพชรเกษมบริเวณหลักกิโลเมตรที่ 73 ตำบลดอนกระเบื้อง อำเภอโพธาราม,213 หมู่ 6,ภาคกลาง,,โพธาราม,ราชบุรี,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสัตว์/ศูนย์ฝึกสัตว์/พิพิธภัณฑ์สัตว์,วันอังคาร อาทิตย์ 09.00 19.30 น.,"บนเนื้อที่ 3 ไร่เศษ ริมถนนเพชรเกษมบริเวณหลักกิโลเมตรที่ 73 ต.ดอนกระเบื้อง อ.โพธาราม จ.ราชบุรี ซึ่งถูกเนรมิตเป็นฟาร์มเลี้ยงกวางครบวงจร ภายใต้ชื่อ ""อภิชาติฟาร์ม"" ปัจจุบันมีกวางที่เลี้ยงไว้ทั้งสิ้น 60 ตัว แบ่งเป็นแม่พันธุ์ 25 ตัว ส่วนใหญ่จะเป็นกวางรูซ่า (Cervus timorensis) ที่นำเข้ามาจากต่างประเทศ","13.763213662375046, 99.92908657899807",13.76321366,99.92908658
